,home_team.Rank,home_team. age,home_team.Total value,home_team.Points,home_Pl,home_Age,home_MP,home_Starts,home_Min,home_90s,home_Gls,home_Ast,home_G-PK,home_PK,home_PKatt,home_CrdY,home_CrdR,home_Gls.1,home_Ast.1,home_G+A,home_G-PK.1,home_G+A-PK
Guinea,81,25.5,101990000.0,1293,21.33333333333333,25.933333333333334,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,2.6666666666666665,2.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,1.2233333333333334,1.0566666666666666,2.276666666666667,1.0566666666666666,2.11
Guinea,81,25.5,101990000.0,1293,21.33333333333333,25.933333333333334,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,2.6666666666666665,2.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,1.2233333333333334,1.0566666666666666,2.276666666666667,1.0566666666666666,2.11
Benin,83,25.2,18150000.0,1283,18.33333333333333,27.566666666666663,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,3.6666666666666665,2.6666666666666665,3.6666666666666665,0.0,0.0,1.3333333333333333,0.0,2.11,1.3333333333333333,3.4433333333333334,2.11,3.4433333333333334
Mali,48,25.8,175230000.0,1446,18.5,24.25,2.0,22.0,180.0,2.0,2.0,1.5,2.0,0.0,0.0,6.0,1.0,1.665,1.165,2.835,1.665,2.835
Mali,48,25.8,175230000.0,1446,18.5,24.25,2.0,22.0,180.0,2.0,2.0,1.5,2.0,0.0,0.0,6.0,1.0,1.665,1.165,2.835,1.665,2.835
South Sudan,168,24.7,1080000.0,978,22.5,23.25,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,3.0,0.0,0.335,0.165,0.5,0.335,0.5
Rwanda,136,27.3,1650000.0,1097,24.0,25.0,2.0,22.0,180.0,2.0,5.0,3.0,5.0,0.0,0.5,3.0,0.0,2.5,1.5,4.0,2.5,4.0
Rwanda,136,27.3,1650000.0,1097,24.0,25.0,2.0,22.0,180.0,2.0,5.0,3.0,5.0,0.0,0.5,3.0,0.0,2.5,1.5,4.0,2.5,4.0
Togo,126,23.8,23580000.0,1133,17.0,26.133333333333336,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.1666666666666667,1.5
Chad,180,28.2,2630000.0,935,15.0,27.9,3.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,180,28.2,2630000.0,935,15.0,27.9,3.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,180,28.2,2630000.0,935,15.0,27.9,3.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
Saudi Arabia,53,26.8,28800000.0,1434,19.75,26.85,2.25,24.75,202.5,2.25,2.25,1.5,1.75,0.5,1.25,2.5,0.0,1.085,0.79,1.875,0.915,1.71
South Korea,29,27.4,131780000.0,1523,18.333333333333336,26.866666666666664,2.5,27.5,225.0,2.5,4.166666666666666,2.1666666666666665,4.0,0.1666666666666666,0.3333333333333333,4.0,0.0,1.6666666666666663,0.945,2.611666666666667,1.5833333333333337,2.5283333333333333
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Ukraine,27,27.2,194300000.0,1535,30.5,25.15,3.5,38.5,315.0,3.5,4.5,3.0,3.5,1.0,1.0,4.0,0.0,1.05,0.75,1.8,0.85,1.6
Egypt,34,27.6,152900000.0,1497,16.0,28.9,3.0,33.0,270.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.67,0.33,1.0,0.33,0.67
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tanzania,132,25.1,4930000.0,1119,20.666666666666668,24.566666666666663,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.333333333333333,1.6666666666666667,2.333333333333333,0.0,0.0,2.0,0.3333333333333333,1.1666666666666667,0.8333333333333334,2.0,1.1666666666666667,2.0
Tanzania,132,25.1,4930000.0,1119,20.666666666666668,24.566666666666663,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.333333333333333,1.6666666666666667,2.333333333333333,0.0,0.0,2.0,0.3333333333333333,1.1666666666666667,0.8333333333333334,2.0,1.1666666666666667,2.0
Gabon,82,26.7,35550000.0,1291,11.5,27.450000000000003,1.0,11.0,90.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0
Gabon,82,26.7,35550000.0,1291,11.5,27.450000000000003,1.0,11.0,90.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0
Gabon,82,26.7,35550000.0,1291,11.5,27.450000000000003,1.0,11.0,90.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0
Portugal,8,27.2,780500000.0,1660,24.333333333333336,27.625,3.333333333333333,36.66666666666667,300.0,3.333333333333333,6.666666666666666,3.583333333333333,6.25,0.4166666666666666,0.5833333333333333,1.4166666666666663,0.3333333333333333,2.083333333333333,1.284166666666667,3.3675,1.9791666666666663,3.263333333333333
Zimbabwe,122,28.1,15830000.0,1139,16.0,27.0,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,25,26.9,336200000.0,1547,28.5,26.725,3.5,38.5,315.0,3.5,3.0,1.25,3.0,0.0,0.0,6.25,0.25,0.6675,0.25,0.9175,0.6675,0.9175
Russia,35,26.9,121300000.0,1493,20.5,28.200000000000003,3.0,33.0,285.0,3.175,3.75,3.0,3.25,0.5,0.5,3.5,0.25,0.9825,0.77,1.7525,0.8150000000000001,1.5825
Zambia,88,24.5,775000.0,1265,23.0,24.633333333333336,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.556666666666666,1.2766666666666666,2.4466666666666668
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Burkina Faso,56,24.5,76180000.0,1419,24.0,25.2,2.333333333333333,25.666666666666668,210.0,2.333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.9433333333333334,0.4433333333333333,1.39,0.7766666666666667,1.2233333333333334
Senegal,18,27.4,335150000.0,1588,18.25,26.4,2.25,24.75,202.5,2.25,3.0,1.0,2.25,0.75,0.75,3.75,0.0,1.375,0.415,1.79,0.875,1.29
Cape Verde,73,26.8,30180000.0,1337,21.33333333333333,26.46666666666667,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,3.6666666666666665,3.333333333333333,3.6666666666666665,0.0,0.0,0.6666666666666666,0.0,1.8333333333333333,1.6666666666666667,3.5,1.8333333333333333,3.5
Spain,7,25.9,798000000.0,1705,23.166666666666668,26.450000000000003,3.333333333333333,36.66666666666667,310.0,3.433333333333333,5.0,2.5,4.666666666666667,0.3333333333333333,0.5,2.0,0.0,1.6333333333333333,0.9716666666666668,2.606666666666667,1.495,2.4683333333333333
Algeria,43,29.8,145250000.0,1461,19.666666666666664,27.133333333333333,2.75,30.25,255.0,2.825,3.75,3.166666666666667,3.5,0.25,0.25,5.416666666666666,0.8333333333333333,1.3766666666666667,1.095,2.4716666666666667,1.3166666666666669,2.4141666666666666
Slovakia,46,27.0,136000000.0,1455,23.0,26.525,3.0,33.0,270.0,3.0,3.25,0.5,2.75,0.5,0.5,5.75,0.0,1.0,0.25,1.25,0.875,1.125
Namibia,110,29.3,4980000.0,1163,15.0,27.7,1.0,11.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0
Cameroon,38,26.3,128250000.0,1481,19.5,25.975,2.25,24.75,202.5,2.25,1.0,0.25,0.75,0.25,0.25,3.25,0.25,0.375,0.0825,0.46,0.29,0.375
Albania,65,26.6,100900000.0,1375,18.0,25.53333333333333,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.0,3.333333333333333,0.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667
Estonia,106,27.7,7430000.0,1176,25.5,25.1,2.5,27.5,225.0,2.5,1.0,0.0,0.5,0.5,0.5,5.5,0.0,0.415,0.0,0.415,0.25,0.25
Mali,48,25.8,175230000.0,1446,18.5,24.25,2.0,22.0,180.0,2.0,2.0,1.5,2.0,0.0,0.0,6.0,1.0,1.665,1.165,2.835,1.665,2.835
Rwanda,136,27.3,1650000.0,1097,24.0,25.0,2.0,22.0,180.0,2.0,5.0,3.0,5.0,0.0,0.5,3.0,0.0,2.5,1.5,4.0,2.5,4.0
Niger,114,26.6,5600000.0,1158,18.666666666666668,26.7,2.0,22.0,180.0,2.0,2.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.333333333333333,0.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
Japan,23,28.4,76350000.0,1550,21.083333333333336,27.60833333333333,3.333333333333333,36.66666666666667,305.0,3.3833333333333337,3.5,2.416666666666667,3.083333333333333,0.4166666666666666,0.4166666666666666,3.833333333333333,0.0,1.14,0.8825000000000001,2.020833333333333,1.0358333333333334,1.9166666666666663
Japan,23,28.4,76350000.0,1550,21.083333333333336,27.60833333333333,3.333333333333333,36.66666666666667,305.0,3.3833333333333337,3.5,2.416666666666667,3.083333333333333,0.4166666666666666,0.4166666666666666,3.833333333333333,0.0,1.14,0.8825000000000001,2.020833333333333,1.0358333333333334,1.9166666666666663
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
Uruguay,16,27.6,388600000.0,1614,20.0,27.23333333333333,5.333333333333333,58.66666666666666,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.4333333333333333,1.6666666666666667,1.1033333333333333,1.5366666666666668
Saudi Arabia,53,26.8,28800000.0,1434,19.75,26.85,2.25,24.75,202.5,2.25,2.25,1.5,1.75,0.5,1.25,2.5,0.0,1.085,0.79,1.875,0.915,1.71
Saudi Arabia,53,26.8,28800000.0,1434,19.75,26.85,2.25,24.75,202.5,2.25,2.25,1.5,1.75,0.5,1.25,2.5,0.0,1.085,0.79,1.875,0.915,1.71
South Korea,29,27.4,131780000.0,1523,18.333333333333336,26.866666666666664,2.5,27.5,225.0,2.5,4.166666666666666,2.1666666666666665,4.0,0.1666666666666666,0.3333333333333333,4.0,0.0,1.6666666666666663,0.945,2.611666666666667,1.5833333333333337,2.5283333333333333
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Libya,118,27.6,17630000.0,1150,18.666666666666668,26.73333333333333,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
Egypt,34,27.6,152900000.0,1497,16.0,28.9,3.0,33.0,270.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.67,0.33,1.0,0.33,0.67
Egypt,34,27.6,152900000.0,1497,16.0,28.9,3.0,33.0,270.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.67,0.33,1.0,0.33,0.67
Egypt,34,27.6,152900000.0,1497,16.0,28.9,3.0,33.0,270.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.67,0.33,1.0,0.33,0.67
Chile,26,29.1,96150000.0,1543,24.75,25.275,3.5,38.5,322.5,3.575,4.75,2.25,4.75,0.0,0.0,4.75,0.25,1.3675,0.6725,2.0425,1.3675,2.0425
Sudan,133,26.2,2900000.0,1118,19.33333333333333,25.766666666666666,2.6666666666666665,18.33333333333333,150.0,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.6666666666666665,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666
Sudan,133,26.2,2900000.0,1118,19.33333333333333,25.766666666666666,2.6666666666666665,18.33333333333333,150.0,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.6666666666666665,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666
Brazil,2,27.7,899500000.0,1823,19.33333333333333,28.23333333333333,5.666666666666667,62.333333333333336,520.0,5.766666666666667,9.333333333333334,5.333333333333333,9.0,0.3333333333333333,0.3333333333333333,3.0,0.3333333333333333,1.6333333333333335,0.8766666666666666,2.51,1.586666666666667,2.4633333333333334
Gabon,82,26.7,35550000.0,1291,11.5,27.450000000000003,1.0,11.0,90.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0
USA,13,24.6,228000000.0,1643,32.5,25.6,4.5,49.5,420.0,4.65,10.5,6.75,9.5,1.0,1.25,4.75,0.0,2.18,1.375,3.5575,1.975,3.355
USA,13,24.6,228000000.0,1643,32.5,25.6,4.5,49.5,420.0,4.65,10.5,6.75,9.5,1.0,1.25,4.75,0.0,2.18,1.375,3.5575,1.975,3.355
England,5,25.2,1260000000.0,1756,21.33333333333333,25.93333333333333,3.333333333333333,36.66666666666667,310.0,3.45,5.0,2.833333333333333,4.0,1.0,1.1666666666666663,2.0,0.0,1.5816666666666666,0.9916666666666668,2.5716666666666663,1.265,2.256666666666667
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Netherlands,10,26.6,661500000.0,1654,20.333333333333336,27.016666666666666,4.5,49.5,427.5,4.75,8.333333333333334,3.833333333333333,7.5,0.8333333333333333,0.8333333333333333,3.166666666666667,0.25,1.7816666666666667,0.9916666666666668,2.773333333333333,1.55,2.541666666666667
Netherlands,10,26.6,661500000.0,1654,20.333333333333336,27.016666666666666,4.5,49.5,427.5,4.75,8.333333333333334,3.833333333333333,7.5,0.8333333333333333,0.8333333333333333,3.166666666666667,0.25,1.7816666666666667,0.9916666666666668,2.773333333333333,1.55,2.541666666666667
Portugal,8,27.2,780500000.0,1660,24.333333333333336,27.625,3.333333333333333,36.66666666666667,300.0,3.333333333333333,6.666666666666666,3.583333333333333,6.25,0.4166666666666666,0.5833333333333333,1.4166666666666663,0.3333333333333333,2.083333333333333,1.284166666666667,3.3675,1.9791666666666663,3.263333333333333
Turkey,39,26.0,310600000.0,1473,24.0,24.96666666666667,2.0,22.0,180.0,2.0,4.0,3.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,1.0,0.0,2.11,1.6666666666666667,3.776666666666667,1.9433333333333327,3.61
Serbia,25,26.9,336200000.0,1547,28.5,26.725,3.5,38.5,315.0,3.5,3.0,1.25,3.0,0.0,0.0,6.25,0.25,0.6675,0.25,0.9175,0.6675,0.9175
Russia,35,26.9,121300000.0,1493,20.5,28.200000000000003,3.0,33.0,285.0,3.175,3.75,3.0,3.25,0.5,0.5,3.5,0.25,0.9825,0.77,1.7525,0.8150000000000001,1.5825
Zambia,88,24.5,775000.0,1265,23.0,24.633333333333336,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.556666666666666,1.2766666666666666,2.4466666666666668
Zambia,88,24.5,775000.0,1265,23.0,24.633333333333336,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.556666666666666,1.2766666666666666,2.4466666666666668
Zambia,88,24.5,775000.0,1265,23.0,24.633333333333336,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.556666666666666,1.2766666666666666,2.4466666666666668
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Nigeria,32,26.3,268750000.0,1510,22.083333333333336,24.933333333333334,2.916666666666667,32.08333333333333,262.5,2.916666666666667,1.75,1.0833333333333337,1.4166666666666667,0.3333333333333333,0.5833333333333333,3.5,0.0,0.5833333333333333,0.3616666666666667,0.945,0.4733333333333333,0.8333333333333334
Burkina Faso,56,24.5,76180000.0,1419,24.0,25.2,2.333333333333333,25.666666666666668,210.0,2.333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.9433333333333334,0.4433333333333333,1.39,0.7766666666666667,1.2233333333333334
Burkina Faso,56,24.5,76180000.0,1419,24.0,25.2,2.333333333333333,25.666666666666668,210.0,2.333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.9433333333333334,0.4433333333333333,1.39,0.7766666666666667,1.2233333333333334
Burkina Faso,56,24.5,76180000.0,1419,24.0,25.2,2.333333333333333,25.666666666666668,210.0,2.333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0.9433333333333334,0.4433333333333333,1.39,0.7766666666666667,1.2233333333333334
Uganda,84,23.9,1000000.0,1279,25.5,24.1,3.0,33.0,270.0,3.0,3.5,2.5,3.0,0.5,0.5,7.5,0.5,1.5,1.3,2.8,1.4,2.7
Uganda,84,23.9,1000000.0,1279,25.5,24.1,3.0,33.0,270.0,3.0,3.5,2.5,3.0,0.5,0.5,7.5,0.5,1.5,1.3,2.8,1.4,2.7
Ethiopia,138,26.4,3030000.0,1081,16.5,24.65,1.0,11.0,90.0,1.0,2.5,2.5,2.5,0.0,0.0,1.0,0.0,2.5,2.5,5.0,2.5,5.0
Cape Verde,73,26.8,30180000.0,1337,21.33333333333333,26.46666666666667,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,3.6666666666666665,3.333333333333333,3.6666666666666665,0.0,0.0,0.6666666666666666,0.0,1.8333333333333333,1.6666666666666667,3.5,1.8333333333333333,3.5
Guinea-Bissau,113,26.8,24880000.0,1159,11.0,26.3,1.0,11.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Mauritius,176,28.0,550000.0,955,28.0,27.0,3.0,33.0,270.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
Liberia,145,25.6,6630000.0,1058,16.0,23.0,2.0,22.0,180.0,2.0,1.0,0.5,0.5,0.5,0.5,1.5,0.5,0.5,0.25,0.75,0.25,0.5
Lesotho,146,27.4,410000.0,1058,20.0,26.1,2.0,22.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,60,24.7,7350000.0,1383,22.5,28.03333333333333,3.0,33.0,270.0,3.0,2.333333333333333,0.6666666666666666,1.8333333333333333,0.5,1.0,3.0,0.0,0.7933333333333333,0.1949999999999999,0.9883333333333332,0.6233333333333333,0.8183333333333334
Algeria,43,29.8,145250000.0,1461,19.666666666666664,27.133333333333333,2.75,30.25,255.0,2.825,3.75,3.166666666666667,3.5,0.25,0.25,5.416666666666666,0.8333333333333333,1.3766666666666667,1.095,2.4716666666666667,1.3166666666666669,2.4141666666666666
Montenegro,72,29.4,56980000.0,1343,23.0,27.9,2.0,22.0,180.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,0.5,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.5
Namibia,110,29.3,4980000.0,1163,15.0,27.7,1.0,11.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0
Comoros,131,27.7,12200000.0,1126,18.0,27.46666666666667,1.3333333333333333,14.666666666666666,120.0,1.3333333333333333,2.333333333333333,1.0,2.333333333333333,0.0,0.0,0.3333333333333333,0.0,1.8333333333333333,0.8333333333333334,2.6666666666666665,1.8333333333333333,2.6666666666666665
Guinea,81,25.5,101990000.0,1293,21.33333333333333,25.933333333333334,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,2.6666666666666665,2.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,1.2233333333333334,1.0566666666666666,2.276666666666667,1.0566666666666666,2.11
Cameroon,38,26.3,128250000.0,1481,19.5,25.975,2.25,24.75,202.5,2.25,1.0,0.25,0.75,0.25,0.25,3.25,0.25,0.375,0.0825,0.46,0.29,0.375
Cameroon,38,26.3,128250000.0,1481,19.5,25.975,2.25,24.75,202.5,2.25,1.0,0.25,0.75,0.25,0.25,3.25,0.25,0.375,0.0825,0.46,0.29,0.375
Mali,48,25.8,175230000.0,1446,18.5,24.25,2.0,22.0,180.0,2.0,2.0,1.5,2.0,0.0,0.0,6.0,1.0,1.665,1.165,2.835,1.665,2.835
Rwanda,136,27.3,1650000.0,1097,24.0,25.0,2.0,22.0,180.0,2.0,5.0,3.0,5.0,0.0,0.5,3.0,0.0,2.5,1.5,4.0,2.5,4.0
Niger,114,26.6,5600000.0,1158,18.666666666666668,26.7,2.0,22.0,180.0,2.0,2.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.333333333333333,0.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334
Togo,126,23.8,23580000.0,1133,17.0,26.133333333333336,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.1666666666666667,1.5
Congo,97,24.6,13700000.0,1221,15.0,24.0,1.5,16.5,135.0,1.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
Congo,97,24.6,13700000.0,1221,15.0,24.0,1.5,16.5,135.0,1.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
Congo,97,24.6,13700000.0,1221,15.0,24.0,1.5,16.5,135.0,1.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
Sudan,133,26.2,2900000.0,1118,19.33333333333333,25.766666666666666,2.6666666666666665,18.33333333333333,150.0,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.6666666666666665,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666
Gabon,82,26.7,35550000.0,1291,11.5,27.450000000000003,1.0,11.0,90.0,1.0,0.5,0.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0
Kenya,103,26.7,14430000.0,1202,19.5,25.2,1.5,16.5,135.0,1.5,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.25,1.25,2.5,1.25,2.5
Kenya,103,26.7,14430000.0,1202,19.5,25.2,1.5,16.5,135.0,1.5,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.25,1.25,2.5,1.25,2.5
Zambia,88,24.5,775000.0,1265,23.0,24.633333333333336,2.6666666666666665,29.33333333333333,240.0,2.6666666666666665,3.6666666666666665,3.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.556666666666666,1.2766666666666666,2.4466666666666668
