,home_team.Rank,home_team. age,home_team.Total value,home_team.Points,home_Pl,home_Age,home_MP,home_Starts,home_Min,home_90s,home_Gls,home_Ast,home_G-PK,home_PK,home_PKatt,home_CrdY,home_CrdR,home_Gls.1,home_Ast.1,home_G+A,home_G-PK.1,home_G+A-PK
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Mozambique,117,27.5,18150000.0,1151,16.333333333333332,25.8,1.6666666666666667,18.33333333333333,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tunisia,36,27.8,62000000.0,1490,22.5,25.9,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Tajikistan,115,24.0,6380000.0,1153,23.666666666666668,24.666666666666668,3.333333333333333,36.66666666666666,300.0,3.333333333333333,2.6666666666666665,1.3333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.3999999999999999,1.2666666666666666,0.7000000000000001,1.1
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
Uzbekistan,85,25.9,30500000.0,1277,36.66666666666666,25.066666666666663,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
