leagueid,leaguename,leaguecountry,leaguelogo,leagueflag,leagueseason,teamid,teamname,teamlogo,form,fixturesplayedhome,fixturesplayedaway,fixturesplayedtotal,fixtureswinshome,fixtureswinsaway,fixtureswinstotal,fixturesdrawshome,fixturesdrawsaway,fixturesdrawstotal,fixturesloseshome,fixtureslosesaway,fixtureslosestotal,goalsfortotalhome,goalsfortotalaway,goalsfortotaltotal,goalsforaveragehome,goalsforaverageaway,goalsforaveragetotal,goalsforminute015total,goalsforminute015percentage,goalsforminute1630total,goalsforminute1630percentage,goalsforminute3145total,goalsforminute3145percentage,goalsforminute4660total,goalsforminute4660percentage,goalsforminute6175total,goalsforminute6175percentage,goalsforminute7690total,goalsforminute7690percentage,goalsforminute91105total,goalsforminute91105percentage,goalsforminute106120total,goalsforminute106120percentage,goalsagainsttotalhome,goalsagainsttotalaway,goalsagainsttotaltotal,goalsagainstaveragehome,goalsagainstaverageaway,goalsagainstaveragetotal,goalsagainstminute015total,goalsagainstminute015percentage,goalsagainstminute1630total,goalsagainstminute1630percentage,goalsagainstminute3145total,goalsagainstminute3145percentage,goalsagainstminute4660total,goalsagainstminute4660percentage,goalsagainstminute6175total,goalsagainstminute6175percentage,goalsagainstminute7690total,goalsagainstminute7690percentage,goalsagainstminute91105total,goalsagainstminute91105percentage,goalsagainstminute106120total,goalsagainstminute106120percentage,biggeststreakwins,biggeststreakdraws,biggeststreakloses,biggestwinshome,biggestwinsaway,biggestloseshome,biggestlosesaway,biggestgoalsforhome,biggestgoalsforaway,biggestgoalsagainsthome,biggestgoalsagainstaway,clean_sheethome,clean_sheetaway,clean_sheettotal,failed_to_scorehome,failed_to_scoreaway,failed_to_scoretotal,penaltyscoredtotal,penaltyscoredpercentage,penaltymissedtotal,penaltymissedpercentage,penaltytotal,cardsyellow015total,cardsyellow015percentage,cardsyellow1630total,cardsyellow1630percentage,cardsyellow3145total,cardsyellow3145percentage,cardsyellow4660total,cardsyellow4660percentage,cardsyellow6175total,cardsyellow6175percentage,cardsyellow7690total,cardsyellow7690percentage,cardsyellow91105total,cardsyellow91105percentage,cardsyellow106120total,cardsyellow106120percentage,cardsred015total,cardsred015percentage,cardsred1630total,cardsred1630percentage,cardsred3145total,cardsred3145percentage,cardsred4660total,cardsred4660percentage,cardsred6175total,cardsred6175percentage,cardsred7690total,cardsred7690percentage,cardsred91105total,cardsred91105percentage,cardsred106120total,cardsred106120percentage,lineups0formation,lineups0played,lineups1formation,lineups1played,lineups2formation,lineups2played,lineups3formation,lineups3played
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,10,England,https://media.api-sports.io/football/teams/10.png,DDWL,2,2,4,0,1,1,2,0,2,0,1,1,1,2,3,0.5,1.0,0.8,1,33.33%,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,5,0.5,2.0,1.3,NULL,NULL,1,20.00%,2,40.00%,NULL,NULL,2,40.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0-1,NULL,4-1,1,1,1,4,1,1,2,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,32,Egypt,https://media.api-sports.io/football/teams/32.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,9,Spain,https://media.api-sports.io/football/teams/9.png,LWWWWWW,3,4,7,2,4,6,0,0,0,1,0,1,3,5,8,1.0,1.3,1.1,NULL,NULL,2,25.00%,1,12.50%,1,12.50%,2,25.00%,1,12.50%,NULL,NULL,1,12.50%,1,1,2,0.3,0.3,0.3,NULL,NULL,NULL,NULL,NULL,NULL,2,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,2-0,1-2,0-1,NULL,2,2,1,1,2,3,5,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,27,Portugal,https://media.api-sports.io/football/teams/27.png,DWDL,2,2,4,1,0,1,1,1,2,0,1,1,7,0,7,3.5,0.0,1.8,NULL,NULL,1,14.29%,NULL,NULL,3,42.86%,NULL,NULL,3,42.86%,NULL,NULL,NULL,NULL,0,1,1,0.0,0.5,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,7-0,NULL,NULL,1-0,7,0,0,1,2,1,3,1,2,3,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,17,"South Korea",https://media.api-sports.io/football/teams/17.png,WLDL,1,3,4,1,0,1,0,1,1,0,2,2,2,4,6,2.0,1.3,1.5,1,14.29%,1,14.29%,2,28.57%,2,28.57%,1,14.29%,NULL,NULL,NULL,NULL,NULL,NULL,0,8,8,0.0,2.7,2.0,2,28.57%,NULL,NULL,1,14.29%,NULL,NULL,1,14.29%,3,42.86%,NULL,NULL,NULL,NULL,1,1,1,2-0,NULL,NULL,4-1,2,2,0,4,1,0,1,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,26,Argentina,https://media.api-sports.io/football/teams/26.png,WWWWL,4,1,5,3,1,4,0,0,0,1,0,1,8,2,10,2.0,2.0,2.0,1,11.11%,1,11.11%,2,22.22%,1,11.11%,NULL,NULL,4,44.44%,NULL,NULL,NULL,NULL,6,0,6,1.5,0.0,1.2,1,14.29%,1,14.29%,1,14.29%,NULL,NULL,3,42.86%,1,14.29%,NULL,NULL,NULL,NULL,4,0,0,4-1,0-2,0-4,NULL,4,2,4,0,1,1,2,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,21,Denmark,https://media.api-sports.io/football/teams/21.png,LWL,1,2,3,0,1,1,0,0,0,1,1,2,1,2,3,1.0,1.0,1.0,NULL,NULL,NULL,NULL,1,25.00%,1,25.00%,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,3,3,6,3.0,1.5,2.0,1,20.00%,2,40.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,40.00%,NULL,NULL,NULL,NULL,1,0,1,NULL,1-2,1-3,2-0,1,2,3,2,0,0,0,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,16,Mexico,https://media.api-sports.io/football/teams/16.png,DWLL,1,3,4,0,1,1,0,1,1,1,1,2,0,4,4,0.0,1.3,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,50.00%,2,50.00%,NULL,NULL,NULL,NULL,1,4,5,1.0,1.3,1.3,NULL,NULL,1,20.00%,2,40.00%,2,40.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0-2,0-1,3-1,0,2,1,3,0,1,1,1,0,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2010,25,Germany,https://media.api-sports.io/football/teams/25.png,WLWWWLW,4,3,7,2,3,5,0,0,0,2,0,2,8,8,16,2.0,2.7,2.3,2,12.50%,3,18.75%,1,6.25%,2,12.50%,6,37.50%,2,12.50%,NULL,NULL,NULL,NULL,3,2,5,0.8,0.7,0.7,NULL,NULL,1,20.00%,2,40.00%,1,20.00%,1,20.00%,NULL,NULL,NULL,NULL,NULL,NULL,3,0,1,4-0,0-4,0-1,NULL,4,4,1,2,1,2,3,2,0,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,8,Colombia,https://media.api-sports.io/football/teams/8.png,WWWWL,3,2,5,3,1,4,0,0,0,0,1,1,7,5,12,2.3,2.5,2.4,1,8.33%,2,16.67%,NULL,NULL,3,25.00%,2,16.67%,3,25.00%,1,8.33%,NULL,NULL,1,3,4,0.3,1.5,0.8,1,25.00%,NULL,NULL,NULL,NULL,1,25.00%,2,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,3-0,1-4,NULL,2-1,3,4,1,2,2,0,2,0,0,0,2,100.00%,0,0%,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,11,Panama,https://media.api-sports.io/football/teams/11.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,13,Senegal,https://media.api-sports.io/football/teams/13.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,5,Sweden,https://media.api-sports.io/football/teams/5.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,10,England,https://media.api-sports.io/football/teams/10.png,LLD,1,2,3,0,0,0,0,1,1,1,1,2,1,1,2,1.0,0.5,0.7,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,2,4,2.0,1.0,1.3,NULL,NULL,NULL,NULL,2,50.00%,1,25.00%,NULL,NULL,1,25.00%,NULL,NULL,NULL,NULL,0,0,2,NULL,NULL,1-2,2-1,1,1,2,2,0,1,1,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,7,Uruguay,https://media.api-sports.io/football/teams/7.png,LWWL,2,2,4,1,1,2,0,0,0,1,1,2,3,1,4,1.5,0.5,1.0,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,2,50.00%,NULL,NULL,NULL,NULL,4,2,6,2.0,1.0,1.5,NULL,NULL,1,16.67%,NULL,NULL,3,50.00%,1,16.67%,1,16.67%,NULL,NULL,NULL,NULL,2,0,1,2-1,0-1,1-3,2-0,2,1,3,2,0,1,1,0,1,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,16,Mexico,https://media.api-sports.io/football/teams/16.png,WDWL,1,3,4,1,1,2,0,1,1,0,1,1,1,4,5,1.0,1.3,1.3,NULL,NULL,NULL,NULL,NULL,NULL,1,20.00%,3,60.00%,1,20.00%,NULL,NULL,NULL,NULL,0,3,3,0.0,1.0,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,66.67%,1,33.33%,NULL,NULL,1,1,0,1-0,1-3,NULL,2-1,1,3,0,2,1,1,2,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,4,Russia,https://media.api-sports.io/football/teams/4.png,DLD,1,2,3,0,0,0,1,1,2,0,1,1,1,1,2,1.0,0.5,0.7,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,2,3,1.0,1.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,0,1,1,NULL,NULL,NULL,1-0,1,1,1,1,0,0,0,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,3,Croatia,https://media.api-sports.io/football/teams/3.png,LWL,1,2,3,0,1,1,0,0,0,1,1,2,1,5,6,1.0,2.5,2.0,1,20.00%,NULL,NULL,NULL,NULL,1,20.00%,2,40.00%,1,20.00%,NULL,NULL,NULL,NULL,3,3,6,3.0,1.5,2.0,1,14.29%,1,14.29%,NULL,NULL,NULL,NULL,3,42.86%,1,14.29%,1,14.29%,NULL,NULL,1,0,1,NULL,0-4,1-3,3-1,1,4,3,3,0,1,1,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,15,Switzerland,https://media.api-sports.io/football/teams/15.png,WLWL,2,2,4,1,1,2,0,0,0,1,1,2,4,3,7,2.0,1.5,1.8,1,14.29%,NULL,NULL,1,14.29%,1,14.29%,1,14.29%,2,28.57%,1,14.29%,NULL,NULL,6,1,7,3.0,0.5,1.8,NULL,NULL,3,42.86%,1,14.29%,NULL,NULL,2,28.57%,NULL,NULL,NULL,NULL,1,14.29%,1,0,1,2-1,0-3,2-5,1-0,2,3,5,1,0,1,1,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,6,Brazil,https://media.api-sports.io/football/teams/6.png,WDWDWLL,6,1,7,2,1,3,2,0,2,2,0,2,7,4,11,1.2,4.0,1.6,2,16.67%,3,25.00%,1,8.33%,1,8.33%,2,16.67%,2,16.67%,1,8.33%,NULL,NULL,13,1,14,2.2,1.0,2.0,2,15.38%,6,46.15%,1,7.69%,NULL,NULL,1,7.69%,2,15.38%,1,7.69%,NULL,NULL,1,1,0,3-1,1-4,1-7,NULL,3,4,7,1,1,0,1,2,0,2,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,9,Spain,https://media.api-sports.io/football/teams/9.png,LLW,2,1,3,0,1,1,0,0,0,2,0,2,1,3,4,0.5,3.0,1.3,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,7,0,7,3.5,0.0,2.3,NULL,NULL,1,14.29%,2,28.57%,1,14.29%,2,28.57%,1,14.29%,NULL,NULL,NULL,NULL,0,0,2,NULL,0-3,1-5,NULL,1,3,5,0,0,1,1,1,0,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,2,France,https://media.api-sports.io/football/teams/2.png,WWDWL,3,2,5,2,1,3,0,1,1,1,0,1,5,5,10,1.7,2.5,2.0,NULL,NULL,2,25.00%,2,25.00%,NULL,NULL,3,37.50%,1,12.50%,NULL,NULL,NULL,NULL,1,2,3,0.3,1.0,0.6,1,20.00%,NULL,NULL,NULL,NULL,1,20.00%,NULL,NULL,2,40.00%,1,20.00%,NULL,NULL,2,1,0,3-0,2-5,0-1,NULL,3,5,1,2,2,1,3,1,1,2,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,1,Belgium,https://media.api-sports.io/football/teams/1.png,WWWWL,3,2,5,3,1,4,0,0,0,0,1,1,5,1,6,1.7,0.5,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,16.67%,3,50.00%,2,33.33%,NULL,NULL,2,1,3,0.7,0.5,0.6,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,4,0,0,2-1,0-1,NULL,1-0,2,1,1,1,1,1,2,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,14,Serbia,https://media.api-sports.io/football/teams/14.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,12,Japan,https://media.api-sports.io/football/teams/12.png,LDL,2,1,3,0,0,0,1,0,1,1,1,2,1,1,2,0.5,1.0,0.7,NULL,NULL,1,50.00%,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,6,2.0,2.0,2.0,NULL,NULL,1,16.67%,NULL,NULL,1,16.67%,2,33.33%,2,33.33%,NULL,NULL,NULL,NULL,0,1,1,NULL,NULL,1-4,2-1,1,1,4,2,1,0,1,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,32,Egypt,https://media.api-sports.io/football/teams/32.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,29,"Costa Rica",https://media.api-sports.io/football/teams/29.png,WWDDD,2,3,5,0,2,2,2,1,3,0,0,0,1,4,5,0.5,1.3,1.0,NULL,NULL,NULL,NULL,1,20.00%,3,60.00%,NULL,NULL,1,20.00%,NULL,NULL,NULL,NULL,1,1,2,0.5,0.3,0.4,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,2,0,0,NULL,1-3,NULL,NULL,1,3,1,1,1,2,3,1,1,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
